p1,x,y,label
482,221315,626430,0
483,221570,617942,0
484,221611,623767,0
485,221732,625645,0
486,221894,623214,0
487,221994,631101,0
488,222187,614140,0
489,222264,631382,0
490,222359,629548,0
491,222381,625722,0
492,222591,625316,0
493,222616,619326,0
494,222692,637675,0
495,222818,627172,0
496,222832,611514,0
497,223077,635179,0
498,223128,635288,0
499,223219,623209,0
500,223253,615960,0
501,223364,623259,0
502,223503,627654,0
503,223751,622591,0
504,223847,636414,0
505,223880,627095,0
506,223924,636577,0
507,224010,629024,0
508,224026,618951,0
509,224028,621637,0
510,224073,627719,0
511,224100,629908,0
512,224291,624813,0
513,224314,626020,0
514,224391,624898,0
515,224455,623515,0
516,224459,632315,0
517,224599,625662,0
518,224609,618639,0
519,224693,631517,0
520,224697,639964,0
521,224754,633984,0
522,224796,619007,0
523,224873,630792,0
524,224882,636495,0
525,224928,617253,0
526,225010,631422,0
527,225037,627934,0
528,225084,631368,0
529,225174,625258,0
530,225237,643953,0
531,225615,627999,0
532,225670,631534,0
533,225673,633128,0
534,225721,625514,0
535,225726,621813,0
536,225732,640107,0
537,225777,626577,0
538,225962,619756,0
539,226141,624282,0
540,226267,622867,0
541,226321,630011,0
542,226440,633684,0
543,226445,622230,0
544,226750,628192,0
545,226796,625459,0
546,226801,638181,0
547,226916,627700,0
548,227003,614736,0
549,227086,632485,0
550,227178,628491,0
551,227337,623800,0
552,227496,635006,0
553,227621,630153,0
554,227624,626363,0
555,227710,631692,0
556,227775,629685,0
557,227791,626804,0
558,227885,619045,0
559,227898,625717,0
560,228036,629897,0
561,228244,617031,0
562,228257,630165,0
563,228298,630317,0
564,228617,623984,0
565,228670,618297,0
566,228681,624360,0
567,228690,626872,0
568,228708,620836,0
569,228719,630758,0
570,228828,624953,0
571,228891,617511,0
572,228910,623702,0
573,228928,627076,0
574,229017,624033,0
575,229070,626623,0
576,229102,626185,0
577,229103,626739,0
578,229165,635183,0
579,229169,630245,0
580,229179,622758,0
581,229184,622747,0
582,229272,631101,0
583,229361,618157,0
584,229402,627252,0
585,229444,632860,0
586,229456,621012,0
587,229483,630532,0
588,229534,633221,0
589,229690,617281,0
590,229798,631183,0
591,229948,634601,0
592,230161,631858,0
593,230269,622455,0
594,230459,632151,0
595,230474,634343,0
596,230561,620722,0
597,230571,632304,0
598,230752,624445,0
599,230772,626318,0
600,230911,619788,0
601,230940,616904,0
602,231010,634497,0
603,231012,620689,0
604,231043,620512,0
605,231102,622187,0
606,231213,627149,0
607,231226,610783,0
608,231227,620592,0
609,231236,631462,0
610,231329,627287,0
611,231413,625943,0
612,231521,618228,0
613,231688,635998,0
614,231905,618304,0
615,231928,633487,0
616,232030,638594,0
617,232031,627359,0
618,232132,626762,0
619,232338,627649,0
620,232340,620635,0
621,232348,633388,0
622,232668,617035,0
623,232679,629184,0
624,232814,632192,0
625,232861,626166,0
626,232982,626048,0
627,233007,614294,0
628,233026,617560,0
629,233072,611620,0
630,233142,627055,0
631,233319,626962,0
632,233339,619410,0
633,233351,619338,0
634,233594,633003,0
635,233623,634681,0
636,233658,626647,0
637,233972,639972,0
638,233974,617627,0
639,234010,637015,0
640,234016,626320,0
641,234155,627822,0
642,234271,634717,0
643,234323,632782,0
644,234381,635145,0
645,234493,632697,0
646,234565,629327,0
647,234587,636498,0
648,234707,630532,0
649,234803,620458,0
650,234892,631130,0
651,235003,625430,0
652,235164,633114,0
653,235493,628828,0
654,235509,619685,0
655,235688,619724,0
656,236160,626999,0
657,236537,627310,0
658,236594,632819,0
659,236746,632646,0
660,236814,627535,0
661,237409,621955,0
662,237579,626447,0
663,237624,623967,0
664,237661,623501,0
665,238184,633525,0
666,238299,627595,0
667,238505,626345,0
668,239621,621951,0
669,239863,632297,0
670,239978,639813,0
671,240515,626527,0
672,241096,620188,0
673,241957,620225,0
674,245999,632312,0
675,269968,0,0
676,314474,278893,0
677,314947,287368,0
678,314970,284000,0
679,315150,283144,0
680,316119,283817,0
681,316567,277456,0
682,316576,280129,0
683,316773,277794,0
684,317161,275183,0
685,317811,274636,0
686,317918,287594,0
687,318103,279823,0
688,318959,285799,0
689,319269,276140,0
690,319834,282549,0
691,320050,281632,0
692,320149,281203,0
693,320219,278415,0
694,320395,275254,0
695,320679,274632,0
696,320788,290969,0
697,320916,283293,0
698,321000,280524,0
699,321339,268256,0
700,321555,286147,0
701,321634,266524,0
702,321694,283625,0
703,321731,276560,0
704,321734,269063,0
705,321863,272154,0
706,321901,278656,0
707,322204,277184,0
708,322311,282693,0
709,322377,286921,0
710,322462,273710,0
711,322680,269283,0
712,322773,286935,0
713,322897,269335,0
714,323344,268640,0
715,323548,284099,0
716,323686,276916,0
717,323713,277358,0
718,323839,273326,0
719,323864,274596,0
720,323915,288536,0
721,323963,279338,0
722,324054,278235,0
723,324144,285949,0
724,324233,283566,0
725,324267,268221,0
726,324289,267993,0
727,324398,270482,0
728,324409,267392,0
729,324468,273042,0
730,324796,284539,0
731,324812,273528,0
732,324891,270551,0
733,325474,269266,0
734,325497,289476,0
735,325625,282999,0
736,325635,272767,0
737,325674,281732,0
738,325676,275923,0
739,325736,280662,0
740,325743,284786,0
741,325769,282353,0
742,325790,278142,0
743,325895,270763,0
744,325938,282809,0
745,326044,287506,0
746,326092,275644,0
747,326193,283088,0
748,326362,284395,0
749,326460,280311,0
750,326545,282385,0
751,326549,277291,0
752,326567,270244,0
753,326723,276092,0
754,326725,282816,0
755,326737,274594,0
756,326822,281422,0
757,326872,268543,0
758,326874,259726,0
759,326938,271930,0
760,326944,284412,0
761,327005,268554,0
762,327019,277559,0
763,327053,279889,0
764,327092,287001,0
765,327371,287489,0
766,327402,274688,0
767,327438,277701,0
768,327493,269207,0
769,327667,285201,0
770,327706,283651,0
771,327801,284460,0
772,327885,278748,0
773,328182,278319,0
774,328461,279704,0
775,328497,280328,0
776,328500,285476,0
777,328642,277181,0
778,328878,287273,0
779,328901,281261,0
780,329130,275601,0
781,329184,279748,0
782,329447,281123,0
783,329537,275301,0
784,329562,285059,0
785,329761,279752,0
786,329962,268889,0
787,329967,287280,0
788,329982,284910,0
789,330057,269881,0
790,330102,283864,0
791,330117,280250,0
792,330142,287661,0
793,330241,272076,0
794,330253,276625,0
795,330257,282613,0
796,330304,282298,0
797,330517,281178,0
798,330543,276589,0
799,330621,270733,0
800,330636,266824,0
801,330762,279116,0
802,330803,279082,0
803,330902,288534,0
804,330931,278970,0
805,330957,285991,0
806,331015,279188,0
807,331024,287540,0
808,331025,273036,0
809,331166,280438,0
810,331186,276597,0
811,331278,276355,0
812,331287,278340,0
813,331459,274927,0
814,331470,281941,0
815,331514,283144,0
816,331623,274181,0
817,331644,289507,0
818,331716,280293,0
819,331744,271104,0
820,331762,278363,0
821,331777,272339,0
822,331795,275738,0
823,331834,281735,0
824,331893,281575,0
825,331959,283148,0
826,332014,279720,0
827,332183,282700,0
828,332277,280873,0
829,332290,284443,0
830,332397,286765,0
831,332545,275591,0
832,332584,275901,0
833,332697,273810,0
834,332786,288432,0
835,332789,279892,0
836,332821,276641,0
837,332845,281696,0
838,332850,281784,0
839,332928,278542,0
840,332931,275419,0
841,332990,283663,0
842,333106,274879,0
843,333222,284930,0
844,333247,280190,0
845,333414,279711,0
846,333503,284838,0
847,333529,297526,0
848,333663,274762,0
849,333701,278826,0
850,333723,286073,0
851,333742,285150,0
852,333770,266921,0
853,333919,286780,0
854,334001,278780,0
855,334119,281583,0
856,334158,279564,0
857,334240,286485,0
858,334373,282673,0
859,334399,270917,0
860,334477,299285,0
861,334509,276090,0
862,334559,282054,0
863,334751,276288,0
864,335234,281860,0
865,335348,284631,0
866,335352,268756,0
867,335370,281725,0
868,335466,275684,0
869,335582,285797,0
870,335710,269508,0
871,335711,276538,0
872,335759,272470,0
873,335964,278307,0
874,336141,288593,0
875,336210,283204,0
876,336471,276625,0
877,336764,266386,0
878,336898,281338,0
879,337264,283347,0
880,337271,273967,0
881,337284,277528,0
882,337823,285563,0
883,337977,275804,0
884,338008,282074,0
885,338330,262485,0
886,338376,286497,0
887,338445,283911,0
888,338648,288026,0
889,338766,273367,0
890,339234,274107,0
891,339321,277154,0
892,339581,277075,0
893,339794,277551,0
894,340181,276998,0
895,340422,274100,0
896,340459,271382,0
897,341524,290163,0
898,341776,284858,0
899,341860,285589,0
900,343722,287832,0
901,379016,870343,0
902,384521,864819,0
903,384555,861109,0
904,387146,878226,0
905,388141,863887,0
906,388734,861401,0
907,388811,859138,0
908,388905,865547,0
909,389627,857036,0
910,389717,871022,0
911,389767,859007,0
912,390184,863517,0
913,390213,858501,0
914,390556,869008,0
915,390705,864418,0
916,390828,869183,0
917,390956,867204,0
918,390988,876692,0
919,391312,872369,0
920,391481,863776,0
921,391563,865437,0
922,391618,865226,0
923,391663,863628,0
924,391770,862915,0
925,391877,863479,0
926,391890,871646,0
927,391947,874565,0
928,392488,865456,0
929,392495,869650,0
930,392504,861636,0
931,392642,871592,0
932,392652,861257,0
933,392688,870884,0
934,392845,872154,0
935,392973,871933,0
936,392986,861169,0
937,392999,875249,0
938,393082,863432,0
939,393121,863187,0
940,393186,875569,0
941,393266,861633,0
942,393404,867226,0
943,393460,869060,0
944,393652,859212,0
945,393684,871108,0
946,393700,874302,0
947,393705,857049,0
948,393728,859978,0
949,393761,871714,0
950,393907,861450,0
951,393983,859733,0
952,394251,864993,0
953,394257,871399,0
954,394408,864385,0
955,394442,874599,0
956,394522,868411,0
957,394766,857841,0
958,394770,870122,0
959,394989,854543,0
960,395059,867287,0
961,395085,858149,0
962,395165,863746,0
963,395214,858537,0
964,395238,862671,0
965,395297,875907,0
966,395330,866399,0
967,395347,858216,0
968,395400,867391,0
969,395445,869938,0
970,395528,861430,0
971,395709,875978,0
972,395958,878596,0
973,396064,861460,0
974,396069,865406,0
975,396164,864772,0
976,396201,860958,0
977,396333,863615,0
978,396427,868160,0
979,396455,866879,0
980,396524,861268,0
981,396552,860550,0
982,396563,869864,0
983,396591,860574,0
984,396716,875276,0
985,396727,855087,0
986,396783,863393,0
987,396792,865151,0
988,396880,878136,0
989,396907,869967,0
990,396940,861309,0
991,396968,859699,0
992,397024,869386,0
993,397070,865877,0
994,397172,876941,0
995,397211,874373,0
996,397231,867152,0
997,397358,868423,0
998,397465,859142,0
999,397508,863986,0
1000,397666,863743,0
1001,397695,870034,0
1002,397809,871049,0
1003,398052,870008,0
1004,398058,861828,0
1005,398105,871928,0
1006,398142,867961,0
1007,398164,865109,0
1008,398175,872884,0
1009,398202,861151,0
1010,398213,873857,0
1011,398227,868015,0
1012,398427,867813,0
1013,398436,856508,0
1014,398549,863970,0
1015,398564,866632,0
1016,398655,866669,0
1017,398678,865428,0
1018,398893,872357,0
1019,398972,872582,0
1020,398993,867188,0
1021,399029,866242,0
1022,399149,864431,0
1023,399265,858711,0
1024,399365,864932,0
1025,399372,853927,0
1026,399390,864820,0
1027,399404,879133,0
1028,399437,869728,0
1029,399480,870871,0
1030,399491,871593,0
1031,399579,869551,0
1032,399720,849052,0
1033,399722,860926,0
1034,399833,864403,0
1035,399863,869763,0
1036,399867,875735,0
1037,399878,856746,0
1038,399978,869476,0
1039,400031,870278,0
1040,400049,878322,0
1041,400186,852752,0
1042,400249,866271,0
1043,400466,878003,0
1044,400471,861846,0
1045,400791,879287,0
1046,400909,862849,0
1047,401000,873413,0
1048,401046,857615,0
1049,401052,863490,0
1050,401109,864199,0
1051,401137,855095,0
1052,401252,871332,0
1053,401285,868524,0
1054,401292,857444,0
1055,401381,855681,0
1056,401650,869145,0
1057,401677,868479,0
1058,401765,873313,0
1059,401805,859985,0
1060,401893,861891,0
1061,401960,861729,0
1062,401984,873828,0
1063,402125,879932,0
1064,402374,869068,0
1065,402389,867574,0
1066,402422,859828,0
1067,402434,863662,0
1068,402443,865651,0
1069,402548,866280,0
1070,402738,865775,0
1071,402860,865548,0
1072,402871,862875,0
1073,402940,861029,0
1074,403017,862290,0
1075,403018,858764,0
1076,403038,875165,0
1077,403111,854623,0
1078,403142,869930,0
1079,403269,855809,0
1080,403357,856920,0
1081,403389,861893,0
1082,403425,872636,0
1083,403514,856414,0
1084,403667,863801,0
1085,403906,866682,0
1086,403923,869402,0
1087,404087,864896,0
1088,404164,851617,0
1089,404717,860469,0
1090,404797,876969,0
1091,404960,862466,0
1092,405150,867500,0
1093,405175,854030,0
1094,405337,856326,0
1095,405536,867057,0
1096,405810,865371,0
1097,405863,865469,0
1098,406009,853863,0
1099,406049,853071,0
1100,406105,867795,0
1101,406265,865496,0
1102,406432,858337,0
1103,406497,862444,0
1104,406528,861985,0
1105,406554,862743,0
1106,406789,865246,0
1107,407112,861370,0
1108,407243,871312,0
1109,407346,863193,0
1110,407417,862780,0
1111,407426,871084,0
1112,407554,878183,0
1113,407895,869530,0
1114,408959,865589,0
1115,408986,864163,0
1116,409039,860858,0
1117,409137,855927,0
1118,409181,867148,0
1119,409771,877381,0
1120,410167,864571,0
1121,410406,873545,0
1122,411144,873146,0
1123,411246,876153,0
1124,412495,864599,0
1125,415942,869926,0
1126,628783,958446,0
1127,630871,964556,0
1128,631529,962328,0
1129,632769,957031,0
1130,632783,955754,0
1131,633071,962030,0
1132,633292,956216,0
1133,633439,958358,0
1134,634609,961532,0
1135,634808,958684,0
1136,634838,955618,0
1137,634853,953804,0
1138,635098,950022,0
1139,635172,955168,0
1140,635216,966348,0
1141,635601,953180,0
1142,635722,953020,0
1143,635827,969041,0
1144,635902,948877,0
1145,636805,949760,0
1146,636922,961173,0
1147,636947,957073,0
1148,637059,957086,0
1149,637070,966415,0
1150,637460,957125,0
1151,637481,951351,0
1152,637503,971706,0
1153,637504,961888,0
1154,637567,957615,0
1155,637881,957242,0
1156,637949,960663,0
1157,638122,967907,0
1158,638534,953281,0
1159,638634,964977,0
1160,638713,962226,0
1161,638736,956417,0
1162,638859,950746,0
1163,638979,961486,0
1164,639125,961698,0
1165,639280,956633,0
1166,639471,958909,0
1167,639593,967682,0
1168,639680,965972,0
1169,639751,962225,0
1170,639789,953253,0
1171,639939,957785,0
1172,640131,961800,0
1173,640335,957246,0
1174,640500,962909,0
1175,640607,967330,0
1176,640728,957539,0
1177,640796,955242,0
1178,640798,954911,0
1179,640854,954364,0
1180,641197,940834,0
1181,641206,947728,0
1182,641251,961037,0
1183,641418,966213,0
1184,641463,966331,0
1185,641825,957754,0
1186,641885,960315,0
1187,641993,953028,0
1188,642116,955694,0
1189,642202,961643,0
1190,642249,968123,0
1191,642308,950265,0
1192,642345,958586,0
1193,642523,958515,0
1194,642545,958785,0
1195,642555,957167,0
1196,642706,963512,0
1197,642774,951523,0
1198,642806,962355,0
1199,642888,956284,0
1200,642955,954822,0
1201,643021,955681,0
1202,643138,955538,0
1203,643148,962413,0
1204,643202,951147,0
1205,643223,958133,0
1206,643330,958805,0
1207,643361,955878,0
1208,643362,950128,0
1209,643369,969467,0
1210,643408,960207,0
1211,643549,960551,0
1212,643625,959711,0
1213,643770,957457,0
1214,643869,958681,0
1215,643984,948753,0
1216,643994,953386,0
1217,644256,950909,0
1218,644306,962097,0
1219,644313,952307,0
1220,644315,956610,0
1221,644393,948894,0
1222,644443,960101,0
1223,644516,963941,0
1224,644517,949434,0
1225,644741,961805,0
1226,644767,962216,0
1227,644876,953503,0
1228,644882,950692,0
1229,644963,962568,0
1230,645072,958630,0
1231,645132,958923,0
1232,645167,950906,0
1233,645339,962046,0
1234,645404,958909,0
1235,645407,956422,0
1236,645467,958096,0
1237,645468,949651,0
1238,645480,957760,0
1239,645509,971018,0
1240,645595,963776,0
1241,645750,959840,0
1242,645768,955393,0
1243,645774,955552,0
1244,645914,959843,0
1245,645917,961130,0
1246,645929,952993,0
1247,645967,956099,0
1248,646000,971880,0
1249,646033,948047,0
1250,646038,956588,0
1251,646049,964398,0
1252,646049,955147,0
1253,646050,965373,0
1254,646058,950993,0
1255,646064,959299,0
1256,646066,959094,0
1257,646328,956365,0
1258,646337,961910,0
1259,646474,953204,0
1260,646485,964263,0
1261,646517,965435,0
1262,646520,959411,0
1263,646545,955763,0
1264,646623,959788,0
1265,646672,961110,0
1266,646837,952456,0
1267,646985,947922,0
1268,646991,954269,0
1269,647028,959305,0
1270,647248,956261,0
1271,647356,961322,0
1272,647408,955541,0
1273,647458,962250,0
1274,647528,960667,0
1275,647573,953637,0
1276,647638,964285,0
1277,647956,946438,0
1278,647966,959376,0
1279,648021,951516,0
1280,648033,955971,0
1281,648155,974063,0
1282,648224,954380,0
1283,648291,955454,0
1284,648309,960979,0
1285,648337,949849,0
1286,648432,949501,0
1287,648555,962819,0
1288,648583,959828,0
1289,648792,948210,0
1290,648945,959980,0
1291,649028,954196,0
1292,649174,958534,0
1293,649206,954154,0
1294,649228,966437,0
1295,649285,961673,0
1296,649356,969488,0
1297,649444,952531,0
1298,649536,948500,0
1299,649561,970958,0
1300,649684,955941,0
1301,649710,955656,0
1302,649861,959884,0
1303,649866,962063,0
1304,650018,962473,0
1305,650027,956057,0
1306,650095,959357,0
1307,650409,948596,0
1308,650620,947963,0
1309,650646,966669,0
1310,650920,952398,0
1311,651141,963369,0
1312,651253,963964,0
1313,651588,966899,0
1314,651619,960006,0
1315,651678,958688,0
1316,652106,957343,0
1317,652128,965508,0
1318,652140,957817,0
1319,652286,956076,0
1320,652344,950254,0
1321,652444,961360,0
1322,652609,944559,0
1323,652856,959697,0
1324,652858,960823,0
1325,653026,949336,0
1326,653141,956647,0
1327,653206,954255,0
1328,653310,962059,0
1329,653444,954979,0
1330,653469,951552,0
1331,653694,947280,0
1332,653721,952312,0
1333,653756,952077,0
1334,653804,968393,0
1335,653986,958153,0
1336,654075,959985,0
1337,654102,954203,0
1338,654120,955198,0
1339,654604,943423,0
1340,654703,960890,0
1341,654984,950959,0
1342,655019,949070,0
1343,655026,964224,0
1344,655723,958573,0
1345,655829,959041,0
1346,656167,961462,0
1347,656236,958085,0
1348,656308,957944,0
1349,656953,281635,0
1350,657358,951988,0
1351,657816,291929,0
1352,660205,279993,0
1353,660482,293149,0
1354,661018,284025,0
1355,661331,292796,0
1356,661358,290196,0
1357,661503,275943,0
1358,663357,284286,0
1359,663562,290810,0
1360,663884,286754,0
1361,664009,291079,0
